"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
38775630,"1-(2-Nitro-4-pyridinyl)ethanone",166.037842,"C7H6N2O3","CC(=O)c1ccnc(c1)[N+](=O)[O-]","InChI=1S/C7H6N2O3/c1-5(10)6-2-3-8-7(4-6)9(11)12/h2-4H,1H3","NOLRJGFMHGTPTH-UHFFFAOYSA-N"
38775631,"1-(6-Nitro-3-pyridinyl)ethanone",166.037842,"C7H6N2O3","CC(=O)c1ccc(nc1)[N+](=O)[O-]","InChI=1S/C7H6N2O3/c1-5(10)6-2-3-7(8-4-6)9(11)12/h2-4H,1H3","UFSGUPPTXHCPER-UHFFFAOYSA-N"
39188592,"6H-[1,4]Dioxepino[2,3-b]pyrazin-7(8H)-one",166.037842,"C7H6N2O3","c1cnc2c(n1)OCC(=O)CO2","InChI=1S/C7H6N2O3/c10-5-3-11-6-7(12-4-5)9-2-1-8-6/h1-2H,3-4H2","PGPNCFPDKDGKGB-UHFFFAOYSA-N"
40251877,"5-Formamidonicotinic acid",166.037842,"C7H6N2O3","c1c(cncc1NC=O)C(=O)O","InChI=1S/C7H6N2O3/c10-4-9-6-1-5(7(11)12)2-8-3-6/h1-4H,(H,9,10)(H,11,12)","SCYSDRNLGHWLJT-UHFFFAOYSA-N"
40302485,"5-(3-Furyl)-2,4-imidazolidinedione",166.037842,"C7H6N2O3","c1cocc1C2C(=O)NC(=O)N2","InChI=1S/C7H6N2O3/c10-6-5(8-7(11)9-6)4-1-2-12-3-4/h1-3,5H,(H2,8,9,10,11)","BPLRBENVEUXSAX-UHFFFAOYSA-N"
41200669,"N-(2,2-Difluoroethyl)-4,5-dihydro-1,3-thiazol-2-amine",166.037628,"C5H8F2N2S","C1CSC(=N1)NCC(F)F","InChI=1S/C5H8F2N2S/c6-4(7)3-9-5-8-1-2-10-5/h4H,1-3H2,(H,8,9)","LCESUZGOAGGYKB-UHFFFAOYSA-N"
41923732,"6-Amino-5-hydroxy-1,3-benzoxazol-2(3H)-one",166.037842,"C7H6N2O3","c1c(c(cc2c1oc(=O)[nH]2)O)N","InChI=1S/C7H6N2O3/c8-3-1-6-4(2-5(3)10)9-7(11)12-6/h1-2,10H,8H2,(H,9,11)","JCJBVVYNDZPEBJ-UHFFFAOYSA-N"
41987541,"[5-(3-Furyl)-1,2,4-oxadiazol-3-yl]methanol",166.037842,"C7H6N2O3","c1cocc1c2nc(no2)CO","InChI=1S/C7H6N2O3/c10-3-6-8-7(12-9-6)5-1-2-11-4-5/h1-2,4,10H,3H2","XDVKMUOGSPMEMS-UHFFFAOYSA-N"
42411273,"1-(2-Butyn-1-yl)-2,4,5-imidazolidinetrione",166.037842,"C7H6N2O3","CC#CCN1C(=O)C(=O)NC1=O","InChI=1S/C7H6N2O3/c1-2-3-4-9-6(11)5(10)8-7(9)12/h4H2,1H3,(H,8,10,12)","BMZAOWFELNCMSZ-UHFFFAOYSA-N"
43046380,"1-(3-Butyn-2-yl)-2,4,5-imidazolidinetrione",166.037842,"C7H6N2O3","CC(C#C)N1C(=O)C(=O)NC1=O","InChI=1S/C7H6N2O3/c1-3-4(2)9-6(11)5(10)8-7(9)12/h1,4H,2H3,(H,8,10,12)","OCLIIISFKWVIBV-UHFFFAOYSA-N"
43268381,"6-Formamido-2-pyridinecarboxylic acid",166.037842,"C7H6N2O3","c1cc(nc(c1)NC=O)C(=O)O","InChI=1S/C7H6N2O3/c10-4-8-6-3-1-2-5(9-6)7(11)12/h1-4H,(H,11,12)(H,8,9,10)","WPQDBPDWKQCNMI-UHFFFAOYSA-N"
43276968,"4-Formamido-2-pyridinecarboxylic acid",166.037842,"C7H6N2O3","c1cnc(cc1NC=O)C(=O)O","InChI=1S/C7H6N2O3/c10-4-9-5-1-2-8-6(3-5)7(11)12/h1-4H,(H,11,12)(H,8,9,10)","YCYXANGGNPYFJG-UHFFFAOYSA-N"
